,Bush,Kerr,Nade,Chen,Edwa,LBus,HCli,BCli,Powe,Ashc,McCa,DemP,RepP
3209,40,60,50,40,50,50,50,60,40,40,70,60,40
3210,60,60,50,70,60,50,50,50,50,50,60,50,70
3211,30,60,15,50,70,85,85,100,40,50,60,85,0
3212,70,70,70,15,50,80,40,60,90,40,80,65,50
3213,50,85,50,50,85,50,70,100,40,50,50,85,70
3214,60,85,30,85,85,100,100,100,70,100,30,100,50
3215,70,70,50,50,50,50,60,15,100,50,85,60,50
3216,0,100,85,50,60,70,100,85,0,0,50,100,0
3217,60,70,50,70,85,85,70,85,85,60,70,70,60
3218,60,65,50,50,90,85,40,55,70,50,60,70,60
3219,0,85,60,15,85,50,100,100,60,0,60,85,15
3220,85,15,50,70,0,100,0,30,85,70,70,40,60
3221,85,50,50,60,50,85,0,0,85,50,100,60,85
3222,85,60,50,70,50,85,40,60,85,70,60,50,60
3223,60,40,50,50,50,60,15,15,85,30,85,50,60
3224,70,60,15,70,30,50,5,60,75,50,50,40,60
3225,0,70,60,0,85,30,85,85,40,0,85,60,15
3226,30,85,50,40,70,50,70,60,70,50,50,100,15
3227,40,100,15,50,100,100,100,100,60,40,70,100,100
3228,15,85,50,30,70,50,70,100,60,70,70,85,0
3229,40,50,50,40,50,50,60,50,50,30,50,50,40
3230,0,85,15,0,85,50,70,95,40,0,70,70,10
3231,70,15,60,100,30,70,0,30,85,70,85,30,60
3232,85,15,70,100,15,100,70,60,100,70,60,60,70
3233,60,70,30,15,70,60,70,85,60,60,30,70,60
3234,15,100,15,0,100,50,85,100,40,0,70,85,15
3235,30,85,15,30,50,60,50,70,85,70,85,70,30
3236,0,85,60,0,100,50,85,100,50,0,70,85,0
3237,85,30,50,85,40,100,15,15,10,100,70,40,85
3238,85,40,50,60,60,85,30,40,85,70,70,30,70
3239,60,85,15,30,70,85,70,70,70,50,85,85,50
3240,40,60,50,30,50,50,60,70,70,30,85,60,60
3241,85,15,50,60,15,70,0,15,60,50,60,40,70
3242,30,60,50,30,50,50,70,70,70,60,60,50,50
3243,85,40,30,85,50,70,15,30,100,70,100,30,70
3244,60,70,60,0,85,85,100,100,50,30,85,85,30
3245,100,0,50,100,40,100,30,40,85,50,15,15,85
3246,50,60,50,40,60,50,60,60,50,50,40,60,50
3247,85,30,0,50,70,85,30,50,100,40,70,50,50
3248,85,60,60,60,70,100,15,60,100,0,70,60,60
3249,100,40,50,70,50,85,30,15,70,50,50,40,85
3250,30,60,30,50,50,40,40,50,60,50,50,60,40
3251,85,40,50,60,60,85,70,70,70,60,100,40,70
3252,100,0,0,85,0,100,0,0,100,100,50,50,90
3253,0,60,50,0,62,50,85,60,40,40,60,60,40
3254,50,50,50,50,50,50,60,60,50,50,50,50,50
3255,85,0,60,60,30,70,15,40,60,60,70,30,70
3256,0,85,50,50,60,60,85,70,70,40,40,100,15
3257,100,40,75,60,50,90,70,0,100,100,100,50,60
3258,100,15,50,85,30,100,0,15,85,85,50,60,85
3259,70,30,50,60,30,70,30,30,70,50,50,40,40
3260,40,70,0,40,70,50,85,85,60,50,50,85,40
3261,0,70,0,0,85,30,85,100,15,0,70,85,0
3262,15,85,0,0,60,60,50,85,70,30,70,85,50
3263,60,50,50,60,50,60,60,60,70,50,50,50,60
3264,100,30,50,70,15,100,30,0,100,70,85,15,50
3265,0,85,0,0,85,50,70,75,40,0,40,85,15
3266,0,60,40,0,60,50,50,60,85,0,50,60,50
3267,0,85,30,0,85,40,100,100,40,15,60,70,15
3268,70,30,60,85,50,100,85,85,70,50,85,50,85
3269,40,70,70,30,70,60,85,70,85,40,70,70,40
3270,70,50,15,70,50,70,70,85,85,85,70,50,50
3271,0,100,0,0,100,15,70,100,0,0,0,100,0
3272,0,60,60,0,85,50,70,85,50,50,70,70,40
3273,40,60,30,30,50,40,50,60,50,15,50,50,40
3274,100,40,30,85,0,100,0,0,70,100,0,40,100
3275,40,60,60,15,70,70,70,70,60,30,70,60,50
3276,0,70,60,50,50,50,85,100,50,50,50,100,0
3277,0,85,60,0,85,50,85,85,40,15,40,85,15
3278,0,85,100,0,100,100,50,70,50,0,15,40,15
3279,50,85,50,50,70,70,60,60,70,50,60,50,70
3280,30,30,30,30,40,40,0,15,100,40,100,30,60
3281,0,70,50,0,85,0,85,85,60,0,60,70,15
3282,85,60,50,85,60,70,0,30,70,60,85,40,70
3283,30,70,50,60,50,50,50,70,70,50,70,50,50
3284,0,85,30,30,60,50,85,100,30,50,60,70,15
3285,70,0,0,70,30,40,0,0,85,60,70,15,85
3286,30,60,60,40,60,50,85,85,60,60,60,50,50
3287,100,15,0,50,30,100,50,60,70,60,85,15,85
3288,85,40,50,70,50,50,85,85,70,50,50,40,60
3289,0,15,0,0,0,0,15,100,0,0,0,0,0
3290,15,60,60,40,50,40,40,70,60,40,50,60,15
3291,0,100,15,0,85,40,100,100,15,0,85,85,0
3292,0,85,60,15,85,30,85,85,30,50,70,70,30
3293,0,85,85,0,85,50,70,100,30,15,85,70,30
3294,90,10,0,80,50,85,0,0,40,50,90,0,75
3295,50,40,0,70,52,60,50,40,100,50,85,50,60
3296,100,60,100,70,60,100,85,15,100,70,85,60,85
3297,60,40,50,60,40,50,50,30,70,70,50,70,30
3298,100,50,50,100,50,100,100,100,100,100,100,85,100
3299,85,0,50,85,0,100,0,0,85,100,70,40,70
3300,50,70,50,40,60,60,70,60,70,50,60,85,40
3301,60,60,50,50,60,60,60,70,40,50,50,60,60
3302,15,60,60,0,70,40,85,85,40,30,60,60,40
3303,30,70,60,50,70,50,85,85,70,70,70,70,40
3304,15,70,50,15,85,60,100,85,40,30,40,85,15
3305,15,40,70,0,60,50,0,50,50,0,70,40,0
3306,0,70,15,40,50,60,60,50,70,50,85,60,30
3307,85,15,40,70,85,85,50,50,85,70,85,50,85
3308,85,40,50,70,30,70,15,30,85,60,40,30,85
3309,20,75,50,30,60,45,60,70,50,45,50,75,30
3310,70,30,60,70,60,85,40,30,100,50,70,50,50
3311,0,70,50,0,85,50,85,100,60,40,60,70,40
3312,70,60,60,40,60,70,40,40,100,30,70,60,70
3313,100,0,85,50,50,100,0,0,60,85,0,0,85
3314,60,40,50,50,40,60,15,15,70,50,70,50,70
3315,0,50,0,15,50,15,100,100,15,0,0,70,0
3316,100,30,30,85,60,100,30,40,100,50,100,60,85
3317,85,15,0,85,40,85,40,30,85,70,85,40,85
3318,30,60,50,30,60,50,50,60,60,40,85,60,60
3319,100,0,0,100,0,100,15,0,100,100,100,50,100
3320,85,50,50,50,50,70,30,50,50,50,50,50,100
3321,85,50,50,85,70,85,85,100,85,50,85,85,70
3322,70,30,30,60,30,50,15,0,85,30,50,50,50
3323,100,0,50,85,15,100,15,0,85,70,70,30,85
3324,15,60,60,0,60,50,40,70,50,15,70,60,30
3325,60,30,0,60,15,50,50,50,60,50,60,40,60
3326,70,40,50,85,40,100,30,70,85,60,60,40,70
3327,60,70,70,60,60,60,60,70,70,50,85,60,60
3328,100,50,50,85,50,100,70,70,85,50,60,60,100
3329,15,70,85,0,70,40,50,70,85,0,40,40,30
3330,15,70,15,30,70,50,50,60,30,15,70,60,30
3331,100,40,40,85,30,100,30,60,85,70,60,60,85
3332,100,40,40,100,40,100,15,30,85,85,85,40,100
3333,100,0,30,70,0,100,0,15,85,70,50,15,85
3334,85,30,30,60,50,85,0,30,70,50,60,30,70
3335,85,0,40,70,15,100,40,40,70,70,60,40,70
3336,100,0,50,100,0,100,0,0,100,90,70,15,85
3337,65,60,40,55,0,75,60,70,65,60,85,55,65
3338,60,60,0,15,0,50,0,60,50,15,50,40,70
3339,10,25,50,60,60,50,100,100,100,60,50,50,100
3340,40,60,50,40,60,50,50,40,60,40,60,60,40
3341,85,60,70,70,50,85,70,70,85,60,40,70,60
3342,70,60,50,70,60,50,100,85,85,50,50,50,50
3343,70,60,50,85,15,60,15,15,85,60,40,50,50
3344,70,15,0,60,15,85,0,0,70,70,85,40,70
3345,0,40,50,50,60,15,85,100,70,60,70,60,30
3346,85,60,50,40,60,50,70,50,60,50,50,30,85
3347,0,85,0,0,85,50,100,100,40,0,50,85,0
3348,0,100,60,15,100,40,100,100,40,40,15,100,0
3349,30,70,70,0,40,50,60,30,70,50,40,30,30
3350,0,70,60,0,85,50,70,85,60,0,60,85,30
3351,15,85,30,0,70,60,85,85,70,0,70,70,15
3352,100,0,70,70,15,85,15,0,100,85,15,0,70
3353,85,40,85,70,50,90,35,35,90,80,90,70,70
3354,85,40,60,70,50,85,0,15,70,60,70,30,60
3355,70,40,50,70,50,85,30,30,60,40,50,60,70
3356,15,70,0,0,70,60,85,100,60,15,70,70,15
3357,30,85,15,0,85,70,85,100,60,30,70,30,85
3358,50,85,50,50,50,50,50,0,75,50,85,70,50
3359,70,40,15,40,50,85,0,15,85,50,70,40,60
3360,70,50,30,60,70,85,40,30,85,50,50,40,85
3361,100,0,50,50,0,70,0,0,70,50,70,0,70
3362,45,60,15,70,55,50,65,75,90,60,50,70,60
3363,60,60,50,60,60,40,70,85,70,70,50,70,70
3364,0,90,0,0,100,0,0,90,50,50,0,80,30
3365,0,100,0,0,100,50,100,100,100,50,50,85,70
3366,40,50,50,0,50,60,60,60,40,0,50,40,15
3367,100,40,0,60,30,100,15,15,100,70,70,15,85
3368,0,70,52,0,85,0,80,85,15,0,60,70,0
3369,85,40,60,85,50,50,70,85,85,50,50,40,85
3370,70,60,50,50,60,70,70,50,70,50,50,60,70
3371,100,40,50,70,60,85,40,60,85,85,40,50,85
3372,85,50,50,70,60,100,0,30,85,70,85,70,70
3373,15,50,40,40,50,50,100,85,40,50,50,60,40
3374,0,70,60,15,60,15,60,15,15,50,50,60,40
3375,70,40,50,50,85,70,50,15,50,50,50,50,50
3376,85,30,30,60,40,70,15,15,85,50,60,40,60
3377,85,0,15,100,0,100,0,0,70,70,85,0,100
3378,60,85,40,60,85,70,85,70,70,60,50,85,70
3379,0,70,30,0,70,30,40,40,60,0,50,40,0
3380,85,15,50,70,15,100,15,40,50,40,50,40,60
3381,70,70,60,0,50,60,70,60,40,50,85,40,40
3382,0,70,85,0,100,60,100,100,70,15,85,60,15
3383,50,50,50,50,50,50,60,60,60,50,50,60,50
3384,50,60,15,50,70,60,80,70,50,50,60,60,40
3385,0,70,30,15,70,60,60,85,70,15,85,70,15
3386,0,70,10,0,75,40,80,80,50,50,30,80,10
3387,85,15,30,70,50,85,15,0,85,60,70,40,85
3388,55,55,40,30,65,75,35,75,70,40,60,50,50
3389,30,40,40,30,85,60,85,60,40,50,60,60,30
3390,100,15,50,85,0,100,0,50,100,85,100,15,100
3391,50,70,50,50,70,60,70,85,70,50,85,85,50
3392,85,60,50,70,50,100,85,100,100,85,85,70,85
3393,80,45,55,65,60,90,40,55,80,65,75,55,70
3394,85,30,50,85,15,100,30,30,85,70,70,30,85
3395,30,70,70,30,85,60,60,70,70,30,70,70,40
3396,70,85,70,70,70,50,50,50,70,50,50,70,70
3397,85,40,50,85,15,70,30,60,100,50,50,40,70
3398,0,70,50,30,85,50,70,70,50,0,50,60,40
3399,40,60,50,60,60,85,85,85,100,60,85,85,40
3400,30,65,40,60,50,50,45,70,75,60,60,75,60
3401,40,40,40,60,60,60,60,60,85,50,50,40,60
3402,15,70,0,0,60,85,60,60,15,30,15,50,50
3403,100,15,50,85,40,100,0,0,85,100,70,40,85
3404,30,100,70,50,85,50,100,100,100,60,70,85,40
3405,30,60,50,30,50,50,50,70,50,50,50,70,30
3406,0,60,40,15,60,40,85,85,30,0,60,60,30
3407,85,15,30,60,40,60,50,40,70,60,70,30,100
3408,40,50,50,70,70,85,30,0,85,50,60,60,70
3409,50,0,0,50,50,100,0,0,100,0,50,50,50
3410,0,70,0,0,85,0,85,85,70,50,60,100,0
3411,0,50,0,0,70,15,60,60,50,0,60,60,15
3412,70,15,15,40,40,70,15,15,85,60,50,15,70
3413,85,15,50,85,40,100,0,0,85,50,70,30,85
3414,85,40,0,70,40,85,85,85,100,60,85,50,50
3415,100,50,50,100,50,100,50,50,100,50,70,15,85
3416,100,0,50,85,0,100,0,0,85,100,50,30,85
3417,85,15,40,70,50,70,30,15,70,60,70,30,60
3418,50,70,85,60,100,70,100,100,85,30,50,70,50
3419,100,0,0,100,0,100,0,0,100,100,85,15,100
3420,0,70,60,50,85,50,30,60,100,50,85,40,85
3421,0,60,70,0,40,0,30,30,30,0,60,0,0
3422,90,0,10,90,0,100,0,30,95,95,40,10,80
3423,40,100,0,0,100,85,70,70,100,70,85,70,40
3424,100,60,50,85,60,85,60,60,100,70,100,60,85
3425,15,70,60,15,70,85,70,85,70,30,60,50,30
3426,70,60,50,60,50,70,85,60,60,50,50,60,60
3427,85,40,30,70,40,100,30,60,85,60,70,30,70
3428,15,15,0,50,50,15,70,70,50,50,30,50,50
3429,50,75,22,21,90,50,80,75,100,80,100,75,50
3430,85,0,40,85,50,85,40,40,100,70,70,50,70
3431,95,5,70,80,30,90,0,20,50,90,90,20,70
3432,100,25,50,90,50,100,25,25,100,75,100,25,90
3433,100,40,0,50,30,85,70,50,100,50,50,50,100
3434,85,30,50,75,40,80,25,35,90,70,75,25,60
3435,100,30,30,85,30,85,0,0,70,60,50,30,70
3436,10,60,60,30,70,50,90,80,50,10,60,50,10
3437,85,85,70,85,85,70,70,85,85,60,70,85,85
3438,15,15,0,15,0,30,15,15,50,15,50,15,15
3439,15,50,50,0,50,50,50,50,30,0,30,40,30
3440,85,40,50,70,40,85,60,50,70,60,60,60,70
3441,50,60,0,60,70,15,85,100,85,60,60,70,50
3442,100,30,50,85,30,100,30,40,85,70,85,40,85
3443,0,85,50,15,70,70,50,50,85,50,50,60,70
3444,70,60,15,40,60,75,60,70,85,50,85,70,70
3445,0,85,40,0,100,85,100,100,40,0,50,85,0
3446,40,85,60,30,85,100,70,100,85,40,85,70,30
3447,70,30,0,70,0,100,85,50,85,0,60,60,60
3448,100,40,60,100,40,100,40,40,100,100,100,0,100
3449,100,40,60,85,30,100,0,60,100,85,85,40,85
3450,85,30,30,85,15,70,30,30,85,70,50,50,85
3451,70,30,15,40,50,85,30,60,85,30,85,40,60
3452,100,70,70,70,60,85,70,85,85,60,50,70,85
3453,15,85,50,0,85,0,70,70,30,50,60,70,0
3454,85,30,50,85,30,85,0,30,60,60,70,40,60
3455,100,0,0,100,0,100,0,0,85,100,50,0,100
3456,100,0,50,100,15,100,0,0,100,85,60,15,100
3457,100,0,50,85,50,85,0,40,85,50,60,30,100
3458,85,50,40,50,60,100,30,70,100,70,70,40,60
3459,100,0,0,85,0,100,50,50,85,85,85,15,85
3460,0,60,15,0,100,70,100,70,70,0,50,70,30
3461,85,30,50,0,60,100,15,1,85,60,70,40,85
3462,40,60,50,0,100,70,0,6,70,50,100,60,40
3463,0,70,40,15,70,50,70,85,40,50,60,70,0
3464,85,30,60,100,85,100,70,85,100,85,70,70,70
3465,100,0,60,85,0,100,50,0,100,50,50,0,100
3466,100,40,15,85,40,100,40,40,100,100,70,40,60
3467,85,15,0,70,0,85,0,40,70,60,60,30,60
3468,15,85,60,15,85,60,70,85,60,60,85,85,30
3469,0,85,50,0,85,40,100,85,50,50,85,70,0
3470,85,40,50,70,51,70,4,60,80,75,60,49,80
3471,85,15,50,70,60,85,0,0,85,60,60,40,70
3472,30,60,0,15,70,40,85,70,60,0,60,70,30
3473,0,85,0,50,85,0,100,100,50,50,60,100,30
3474,85,70,60,70,50,85,85,50,60,60,60,70,60
3475,15,85,30,70,50,85,100,100,100,50,60,100,15
3476,30,60,15,60,65,55,65,75,80,45,70,40,40
3477,70,30,50,60,30,85,0,0,85,50,50,0,85
3478,100,15,50,70,30,70,15,15,100,70,85,40,85
3479,0,85,60,15,60,30,85,100,85,50,50,70,30
3480,70,15,15,0,40,50,70,40,0,60,50,70,50
3481,0,85,50,15,85,70,70,70,85,30,85,85,30
3482,100,60,50,0,70,100,85,100,85,70,85,60,70
3483,0,85,30,0,70,50,70,85,60,0,50,85,15
3484,100,50,50,100,60,100,40,50,100,85,70,70,85
3485,50,0,30,70,0,60,0,30,40,15,85,15,60
3486,15,60,0,0,60,40,70,70,70,30,50,70,60
3487,50,70,0,15,60,60,70,100,70,50,60,70,50
3488,70,70,40,60,70,85,40,70,85,40,85,60,40
3489,50,100,85,70,100,85,100,100,85,0,100,85,40
3490,100,15,40,100,0,100,0,0,100,85,100,15,85
3491,100,15,15,70,15,50,0,0,50,85,40,15,70
3492,0,85,50,0,70,100,85,95,70,15,70,85,60
3493,60,85,50,60,85,70,100,100,50,50,50,60,85
3494,30,85,60,40,70,50,30,70,85,50,60,50,30
3495,50,50,50,50,50,50,60,50,60,50,50,60,50
3496,30,70,70,0,70,60,85,85,70,0,70,85,40
3497,30,70,50,30,85,50,70,7,50,50,5,85,15
3498,100,30,0,100,40,100,0,60,100,60,70,30,100
3499,0,60,40,0,70,50,85,85,70,0,65,60,0
3500,85,30,50,70,30,70,0,0,70,60,40,30,70
3501,60,40,60,50,50,50,70,70,60,40,70,60,60
3502,85,0,40,70,40,85,30,40,85,60,85,0,70
3503,0,85,20,0,85,15,85,100,25,10,0,95,0
3504,85,40,60,60,50,85,70,70,70,60,50,40,85
3505,15,40,70,0,50,40,50,70,40,0,15,60,50
3506,85,50,0,85,50,85,70,70,70,70,70,60,85
3507,15,50,50,30,50,40,70,70,50,50,40,60,40
3508,15,70,85,0,70,0,50,60,100,0,100,60,50
3509,85,15,50,50,0,100,0,0,100,70,60,30,70
3510,15,50,50,40,60,50,70,85,60,50,60,60,50
3511,0,70,50,15,60,50,50,100,60,0,100,60,60
3512,100,50,50,70,100,100,100,100,100,70,60,100,100
3513,85,30,0,70,30,85,0,30,85,60,70,15,70
3514,15,60,30,0,85,40,70,70,40,15,70,70,30
3515,85,15,30,70,15,85,15,30,70,60,60,30,70
3516,50,60,30,15,70,70,85,85,60,50,70,60,30
3517,50,50,50,90,10,85,10,50,90,50,75,49,51
3518,15,85,60,30,70,100,60,85,100,15,100,70,15
3519,85,50,60,85,50,85,50,40,85,85,70,50,70
3520,85,40,50,70,60,100,15,30,100,30,100,40,60
3521,85,100,70,70,85,70,70,70,85,60,70,100,100
3522,40,60,50,30,50,60,0,60,60,50,85,60,40
3523,0,100,15,0,100,60,90,100,80,30,50,85,20
3524,15,70,85,0,85,15,70,85,30,0,60,70,15
3525,100,40,50,70,60,70,50,15,40,60,40,60,85
3526,85,50,50,85,50,50,40,40,50,50,50,40,85
3527,15,60,30,0,60,60,85,85,85,15,85,60,40
3528,70,50,50,60,50,60,50,60,60,50,60,50,60
3529,40,70,50,40,70,40,70,70,50,40,40,85,40
3530,85,15,50,60,50,100,0,60,85,60,70,15,85
3531,50,85,15,30,85,70,70,60,60,30,30,70,40
3532,100,0,15,100,75,95,99,99,100,80,65,95,85
3533,60,50,60,40,70,70,85,85,85,30,85,60,60
3534,40,60,50,30,85,60,70,85,60,30,70,60,30
3535,60,50,50,60,50,60,40,60,50,50,50,85,15
3536,85,50,50,60,60,70,0,0,60,70,50,60,70
3537,75,25,30,50,10,85,10,20,75,50,85,50,60
3538,0,85,85,0,100,70,15,85,30,50,0,100,0
3539,0,85,15,0,100,50,60,100,60,0,60,100,40
3540,50,60,50,0,60,50,70,70,30,30,50,60,50
3541,40,70,60,60,50,50,0,30,85,50,50,70,40
3542,40,70,60,15,85,85,70,70,85,30,85,60,30
3543,85,50,40,70,50,100,50,40,70,50,100,50,85
3544,100,30,70,60,40,100,0,0,100,50,70,50,85
3545,70,40,40,60,40,70,60,70,85,60,50,70,60
3546,100,15,40,70,50,50,0,0,60,50,70,60,100
3547,85,30,15,70,40,85,0,30,60,70,60,30,60
3548,100,30,30,70,15,100,30,60,60,70,60,15,100
3549,100,15,0,60,0,70,20,30,85,50,70,30,90
3550,70,40,30,85,70,70,50,50,85,85,85,60,85
3551,15,70,60,15,70,50,60,60,30,30,40,60,30
3552,70,70,70,70,85,85,70,85,85,70,60,70,70
3553,40,85,30,30,85,30,85,100,70,15,70,85,60
3554,85,15,15,85,15,85,0,0,100,70,60,0,100
3555,30,70,50,50,60,30,70,40,60,50,50,70,30
3556,70,60,70,50,50,60,40,50,70,50,60,60,60
3557,70,70,50,70,60,70,70,60,60,50,60,70,70
3558,100,30,15,85,30,85,15,15,85,70,60,30,85
3559,70,40,40,50,50,50,50,30,50,50,50,40,40
3560,100,0,70,85,15,100,0,15,85,85,85,30,85
3561,40,100,50,15,85,60,100,100,100,60,100,100,50
3562,30,40,30,40,50,60,85,70,70,30,60,40,30
3563,85,15,0,85,30,100,0,30,85,60,40,15,60
3564,15,100,50,15,100,0,60,85,50,0,60,85,15
3565,15,70,0,0,60,70,100,85,70,15,85,60,30
3566,70,70,60,60,70,60,70,70,70,60,60,60,60
3567,100,0,50,85,15,85,0,15,85,70,30,15,85
3568,0,100,0,0,100,70,100,100,60,50,60,100,0
3569,100,30,60,80,5,70,5,0,95,75,90,3,90
3570,40,60,50,50,50,50,70,85,60,50,50,85,40
3571,100,50,70,50,60,85,15,15,70,50,77,60,70
3572,0,70,85,0,70,40,40,85,40,0,70,70,15
3573,70,50,60,40,30,60,30,30,70,50,60,40,60
3574,0,70,60,0,70,50,70,60,15,15,15,60,15
3575,15,85,0,40,100,85,85,100,70,50,60,100,50
3576,15,85,70,0,70,50,85,85,40,0,60,70,30
3577,30,40,0,60,60,50,40,60,70,15,50,40,30
3578,0,85,30,0,85,50,70,70,60,0,70,85,15
3579,0,70,0,0,80,40,80,70,50,0,80,85,0
3580,60,40,50,50,50,60,40,40,60,30,40,30,40
3581,50,50,75,25,100,100,75,100,75,50,100,75,25
3582,5,75,0,5,50,5,50,85,5,0,50,85,5
3583,30,85,50,50,85,60,85,85,50,40,30,100,30
3584,85,0,15,50,15,70,85,60,85,50,50,85,70
3585,0,60,50,0,50,30,50,60,60,0,70,60,0
3586,0,85,60,50,85,60,100,100,100,60,40,70,60
3587,85,60,40,90,50,85,0,15,85,85,60,40,70
3588,100,85,85,85,70,100,85,100,100,85,100,85,85
3589,70,70,40,50,50,60,100,85,100,50,50,100,85
3590,100,60,85,60,60,100,60,40,100,50,100,70,85
3591,60,70,50,60,50,70,85,40,60,50,40,70,60
3592,70,0,60,50,15,85,0,0,60,50,40,0,60
3593,60,85,50,50,60,85,70,70,70,50,60,85,60
3594,70,15,60,70,30,85,30,15,100,60,60,60,85
3595,90,5,55,45,35,90,10,20,75,50,65,30,65
3596,0,75,0,0,85,75,95,95,75,0,75,75,0
3597,95,15,60,90,15,95,0,0,85,80,85,15,90
3598,0,60,50,50,50,30,60,50,70,50,50,50,50
3599,0,70,50,15,75,50,30,50,75,50,70,55,30
3600,75,45,50,60,60,100,0,30,100,40,75,50,50
3601,30,4,40,30,60,70,60,60,85,40,85,50,50
3602,50,85,40,30,70,50,100,100,85,50,70,70,50
3603,70,50,60,60,30,85,40,60,85,50,70,60,70
3604,60,70,50,50,50,40,85,100,100,50,40,60,60
3605,100,0,85,70,0,100,3,0,85,85,70,15,70
3606,0,70,80,0,80,30,70,90,80,30,80,70,20
3607,85,30,0,40,60,100,15,30,85,40,85,15,60
3608,85,40,50,60,30,0,15,70,70,85,100,100,0
3609,0,100,0,0,100,0,100,100,30,15,30,85,15
3610,85,30,40,60,50,85,15,0,100,50,50,40,70
3611,15,80,15,0,80,50,90,85,40,10,75,80,5
3612,0,70,30,15,70,50,85,85,50,0,70,60,30
3613,100,70,40,85,50,85,0,40,100,85,100,40,85
3614,15,85,30,0,85,30,85,85,30,15,50,85,40
3615,100,0,100,85,85,100,60,0,100,50,100,50,50
3616,0,85,0,15,70,85,85,70,85,50,15,70,0
3617,40,60,15,40,70,50,85,85,100,40,50,70,40
3618,70,15,30,40,30,100,0,0,100,30,100,30,30
3619,100,0,50,100,0,100,0,0,100,100,50,100,100
3620,15,30,50,40,50,60,85,60,100,60,60,50,50
3621,100,0,50,85,70,100,15,15,85,85,60,50,50
3622,30,60,0,30,60,50,60,100,50,50,50,70,50
3623,85,15,40,70,30,100,0,0,60,60,40,30,85
3624,30,85,0,0,85,50,15,100,50,0,40,60,15
3625,50,70,85,50,50,50,100,100,100,70,70,100,0
3626,85,30,40,40,50,85,0,0,50,85,50,40,80
3627,40,70,30,30,60,70,85,85,50,30,85,50,50
3628,70,30,50,70,15,85,15,50,85,70,60,50,50
3629,10,50,0,0,85,15,100,100,100,15,30,85,60
3630,70,40,50,60,85,50,30,70,85,60,85,60,5
3631,15,40,60,15,30,70,0,70,60,0,50,85,30
3632,100,50,50,85,60,100,50,60,85,85,70,50,100
3633,100,60,50,70,50,100,70,100,85,85,85,60,85
3634,40,85,40,60,100,60,100,100,60,50,70,85,60
3635,70,40,15,50,30,60,60,60,85,40,50,50,70
3636,80,40,0,40,30,50,50,50,40,40,65,40,60
3637,0,70,50,0,50,50,60,85,70,50,50,50,50
3638,40,60,50,40,50,50,50,40,50,50,50,50,50
3639,100,0,50,100,15,100,0,0,85,85,70,15,85
3640,100,1,50,100,5,100,3,1,100,70,70,0,100
3641,85,15,50,85,15,85,15,15,85,85,85,60,85
3642,85,50,50,40,60,85,85,85,60,60,60,70,70
3643,100,0,0,100,0,100,0,0,30,30,0,30,100
3644,70,85,0,15,85,85,60,85,60,50,50,85,40
3645,0,85,0,15,100,15,100,100,60,50,50,85,0
3646,40,85,50,15,85,60,100,100,40,15,60,100,30
3647,100,30,40,70,50,100,0,40,100,70,70,30,70
3648,30,60,50,30,60,60,60,15,70,30,50,70,40
3649,100,0,60,85,50,100,0,0,85,85,50,0,60
3650,30,70,50,60,85,70,100,85,60,15,40,70,40
3651,0,100,60,0,70,60,100,100,40,0,40,100,0
3652,85,60,40,15,60,100,50,60,70,60,50,60,85
3653,0,60,15,0,85,50,85,85,60,0,50,70,0
3654,60,85,50,70,70,70,100,100,85,70,60,100,50
3655,100,50,45,90,40,100,30,0,85,85,85,30,100
3656,50,85,60,50,100,70,100,100,60,30,60,85,60
3657,100,40,60,60,50,70,30,0,85,50,50,30,70
3658,60,90,30,50,70,70,10,20,75,50,60,80,50
3659,85,0,50,85,15,100,0,15,100,70,30,15,85
3660,70,30,50,60,70,70,70,70,70,40,40,50,60
3661,60,45,15,50,15,100,0,45,85,30,85,45,55
3662,70,40,30,60,40,85,40,50,85,70,70,60,70
3663,30,70,15,60,70,60,50,70,70,50,50,70,40
3664,0,90,60,15,70,15,95,85,30,0,50,70,0
3665,15,85,40,30,85,85,60,70,70,30,60,70,40
3666,0,100,30,50,70,50,100,100,85,60,50,100,0
3667,70,40,50,60,50,85,30,15,70,60,70,60,60
3668,85,50,30,85,50,100,60,15,85,15,70,40,70
3669,70,30,60,40,70,50,15,70,85,40,60,40,70
3670,30,70,50,40,100,50,100,70,50,50,70,70,70
3671,85,50,85,70,15,85,0,0,60,60,85,50,50
3672,15,60,50,0,50,30,60,85,30,40,60,60,30
3673,70,60,85,50,50,85,85,60,85,40,70,60,60
3674,85,15,30,85,40,85,0,50,100,100,60,50,70
3675,85,40,15,85,15,85,30,30,85,60,70,70,70
3676,30,40,40,40,50,50,60,50,30,15,30,30,15
3677,100,0,0,100,0,100,0,0,100,100,100,0,100
3678,80,0,0,85,0,85,0,30,85,50,60,30,60
3679,40,85,0,30,85,70,100,100,60,30,70,100,40
3680,30,85,50,15,70,70,70,70,85,40,70,60,30
3681,15,85,50,15,85,50,85,85,30,30,40,85,60
3682,85,50,70,85,85,60,30,70,60,50,50,70,70
3683,100,0,50,70,0,85,0,0,85,50,50,0,85
3684,15,85,40,50,85,70,70,70,70,50,50,60,40
3685,100,40,50,85,40,100,40,30,100,85,85,50,85
3686,15,85,60,50,50,70,70,85,70,50,50,70,15
3687,0,85,85,0,85,50,85,100,60,0,70,70,40
3688,0,85,40,40,30,50,0,0,70,50,15,60,50
